,Unnamed: 0,내용,등록일
658,54,대한의사협회(회장 경만호)대한병원협회(회장 지훈상) 그리고 보건복지가족부 (장관 전재희)는차상위계층 만성질환자 약 10만5천명에 대해 무료로 신종인플루엔자 예방접종을 실시하기로 하고무료접종 이용권(바우처)을 12.16일부터 대상자에게 우편 통보하기 시작하였으며2010년도 만성질환자 접종 개시일인 1.18일부터 접종을 실시할 것이라고 함이번 무료접종사업은 보건소에서 무료접종을 받을 수 있는 의료급여수급권자와는 달리 위탁의료기관에서 유료접종을 받아야 하는 차상위 계층의 접종 부담을 줄여주기 위한 것임대한의사협회와 대한병원협회는 “국가적 전염병 위기 상황에서의료계가 솔선수범하여 나눔의 정신을 실천하고 차상위계층 만성질환자들의 건강권을 보호하려는 차원에서 이번에 무료 예방접종을 시행하게 됐다”고 설명함양 단체는 회원들의 협조를 얻어 전국 약 12 000곳의 신종플루 예방접종 위탁기관에서차상위계층 중 만성질환자들이 접종을 받을 때 지불하는 접종비(본인부담금 15 000원)를 면제하기로 하였음무료접종 대상자는 만성질환자 중 신종플루 예방접종 대상자로서 차상위 복지급여 수급자 약 10만5천명이며대한의사협회 ·대한병원협회 ·보건복지가족부가 공동 발행한 「신종인플루엔자 예방접종 이용권」을 가지고 위탁의료기관을 방문하면 무료로 접종을 받을 수 있음다만이용권을 받았더라도 의료기관 사전예약 없이는 무료접종을 받을 수 없으므로 꼭 사전에 예약할 것을 당부함예방접종 예약 및 접종방법접종대상 의료기관 등은 만성질환 예방접종 대상자와 동일함예방접종 대상 만성질환자는 ‘09년 12월 16일부터 의료기관에 전화 또는 직접 방문하여 예약하거나 온라인(예방접종도우미http://nip.cdc.go.kr) 등으로 사전예약이 가능함(예방접종은 2010년 1월 18일부터 가능)위탁의료기관 검색: 관할보건소 및 ☎129 ☎1577-1000 (보건소 및 예방접종도우미 홈페이지 가능)접종 당일에 신분증「만성질환자 접종 안내문」(건강보험심사평가원 기 발송)과 「신종인플루엔자 예방접종 이용권*」을 가지고 의료기관을 방문하여 접종을 받고이용권을 접종비 대신 지급하면 됨예방접종 이용권 이용 안내: 대한의사협회 02)794-2474(내선110∼113)/ 대한병원협회 02)705∼9204 9285「신종인플루엔자 예방접종 이용권」을 분실하였거나 재발급 받아야 하는 경우또는 차상위 급여수급권 자격을 최근 새롭게 획득하여 통보받지 못한 경우에는관할 읍·면·동 주민센터에 신분증건강보험증「만성질환자 접종 안내문」을 지참하고 방문하여 자격을 확인받은 후 「신종인플루엔자 예방접종 이용권」을 발급받을 수 있음,2009-12-18
659,57,질병관리본부(본부장: 이종구)는 12월 18일 11시 보건복지가족부에서 전재희 보건복지가족부 장관과 표창 수여자 31명 및 축하 가족을 동반한 가운데 「‘09년 전염병관리 유공자」표창 수여식을 개최한다.이번 수여식에서는 강진한 가톨릭의대 교수를 비롯한 ‘09년도 전염병관리 유공자 31명에 대한 훈․포장 수여와 표창그리고 전염병관리 우수기관에 대해서도 표창을 수여한다.전염병관리 유공자로 모두 194명(훈․포장 및 국무총리 표창 21명장관표창 등 173명(기관포함))이 선정되어 훈ㆍ포장 및 표창을 받게 되나아직도 일선에서 신종인플루엔자의 유행에 따른 현장업무가 진행되고 있음을 감안하여 31명만 수여식에 참석하도록 하였다.녹조 근정 훈장을 받은 강진한(남1952년 생) 가톨릭의대 소아청소년과 교수는 소아 감염학을 전공하여예방백신과 역학에 대한 지속적 연구를 통해 우리나라 역학분야에서 선도적 역할을 하였고백신 관련 정책연구사업 분야에 기여한 공로로 이번에 훈장을 받게 되었다.강진한 교수는 특히2001년 홍역 일제예방접종 사업 당시국가홍역퇴치위원회 자문위원으로서 홍역 일제예방접종 지역별 접종계획을 수립하고홍보 전략을 수립하는데 많은 정책제안을 하였으며A형 간염의 역학연구(19962000)를 통하여 A형 간염의 유행을 미리 예측하고 A형간염백신의 권장을 적극 주장하였고우리나라 성인형 Td 백신 추가접종에 대한 정책개발(2005.11)필수예방접종 비용 부분부담 확대사업(2008.12)신종인플루엔자 예방접종 전문교육․상담사업(2009.현재) 등 많은 분야에서 정책수립에 기여한 바 있다.대통령 표창을 받은 미국 질병관리청 로버트 엘러리 폰테인 박사(Robert Ellery FontaineMedical Epidemiologist 근무)는 아시아․태평양 지역의 전염병관리와 예방에 헌신적으로 노력하였고 우리나라의 역학조사관 제도 도입 시미국 역학조사관 및 자문관 경험을 바탕으로 기본교육 및 지속교육 과정과 교재에 관하여 조언하여 역학조사관 제도의 초석을 놓았으며 2003년 사스 유행 시당시 국립보건원과 긴밀하게 정보를 공유하여 신속대응하는 데 많은 자문과 도움을 주었고2006년 수도권 일대 수인성․식품매개질환 집단유행 발생시 Norovirus 대응태세에 대한 자문과 조언을 하여 국내 보건위생 수준 향상에 기여한 공로가 인정되었다.,2009-12-18
660,59,보건복지가족부(장관 전재희)는 건강에 대한 국민의 관심과 이해를 높이고 출판업계의 건강도서에 대한 출판의욕을 고취하고자 「2009년 우수건강도서」19종을 선정ㆍ발표하였다.보건복지가족부가 올해 처음 도입한「2009년 우수건강도서」는 2008년 1월 1일부터 2009년 8월 31일까지 국내에서 초판 발행된 건강ㆍ보건관련 창작 및 번역 도서를 대상으로 공모하였으며총 170종의 도서가 접수되어 심사 결과 일반인 부문 16종과 청소년 부문 3종 총 19종이 선정되었다.[부문별 선정 결과]부문별 선정 결과신청부문범위접수종수선정종수청소년영유아초등학생중.고등학교 학생22종3종일반인대학생 및 일반인148종16종총계-170종19종「2009년 우수건강도서」는 건강․보건의료 및 출판문화 등 관련 분야 전문가 10인으로 구성된 심사위원단이 도서 내용의 중요성 및 신뢰성활용 가능성 등에 대하여 3단계에 걸쳐 심사하고심사 결과에 대해 관련 학회의 자문을 구하여 선정되었다.일반인 부문에서는 ‘가슴이 아파요(임도선북폴리오)’ 등 16종청소년 부문에서는 ‘이닦기 대장이야(이윤정웅진주니어)’ 등 3종이 선정되었으며국내 창작 도서(11종)가 번역 도서(8종)보다 많이 선정되었다.성균관대학교출판부는 ‘수명연장 방정식’ 등 총 3권이 선정되어 우수건강도서 최다 선정 출판사가 되었다.보건복지가족부는 「2009년 우수건강도서」로 선정된 도서에 대해 12월 18일(금) 9시 30분 보건복지가족부에서 우수건강도서 선정패를 수여하는 한편해당 도서는 우수건강도서 상징도안을 사용할 수 있도록 하고우수건강도서 목록을 시ㆍ도 교육청민간단체도서관 등에 제작ㆍ배포하여 널리 활용하도록 하며보건복지가족부와 건강증진사업지원단 홈페이지에 게재하는 등 국민들에게 널리 보급될 수 있도록 지속적으로 홍보할 계획이다.,2009-12-18
661,60,"건강보험심사평가원(원장 송재성)이 2004 ~ 2008년 5년간의 심사결정자료를 분석한 결과‘골절’의 진료인원은 2004년 149만명에서 2008년 177만명으로 1.2배(118%) 증가하였으며연평균 증가율은 4.3%로 나타났다.** 분석대상 : 각 부위별 14개 골절상병(S02S12S32S42S52S62S72S82S92T02T08T10T12)성별 분석결과 골절의 진료인원은 남성이 여성보다 많은 것으로 나타났으나증가율은 여성이 더 높게 나타났다.2008년을 기준으로 진료인원은 남성이 1 005 658명여성이 763 898명으로 남성이 여성에 비해 1.3배 많았다.2004~2008년 5년간의 연평균 증가율은 남성이 3.5%여성이 5.5%로 여성의 증가율이 높게 나타났다.2004년 대비 2008년의 골절 진료인원을 연령별로 분석한 결과 0~9세를 제외한 모든 연령구간에서 골절이 증가하였으며 10~19세가 17.8%로 가장 큰 비중을 차지하였고 다음 순으로 40~49세가 14.3%를 차지하였다2008년을 기준으로 골절과 관련된 14개의 상병기준으로 분석해 본 결과머리뼈 및 얼굴의 골절(S02)이 24.6%로 가장 많았으며손목 및 손부위에서의 골절(S62) 16.9%발목을 제외한 발의 골절(S92) 12.8%의 순으로 나타났다.대다수의 골절상병이 연령별로 비교적 고른 분포를 보였으나특별히 팔 부위의 골절(S42S52S62T10)은 19세 이하 소아 및 청소년에서(46.9%) ""허리 부위 및 넓적다리 뼈의 골절(S32S72T08)""은 60세이상 고령층에서(46.8%) 큰 비중을 차지하는 것으로 나타났다.2008년 골절 진료인원을 월별로 분석한 결과 날씨가 추워지는 늦가을과 겨울철에 골절 진료인원이 다소 높은 것으로 나타나노인들의 경우 빙판 길에서 주의를 요한다.한편골절은 대개의 경우 뼈에 강한 외력이 가해지는 외상 후에 발생하게 된다.직접적인 외상에 의한 골절은 작용한 외력의 크기나 범위에 따라 조금씩 다르며 교통사고타박 등이 원인이 된다.간접적인 외상에 의한 골절은 뼈에 붙은 근육이나 인대가 갑작스럽게 힘이 가해지면서 뼈를 잡아당겨 생기거나 뼈에 회전력 등이 가해져 발생하는 경우 등을 말한다.* 자세한 내용은 붙임을 확인하시기 바랍니다.",2009-12-18
662,62,전재희 보건복지가족부장관은 12월 18일 오후 4:00-5:30 성프란치스꼬 장애인종합복지관(구로구 가리봉동 소재)에서 제과‧제빵 봉사활동을 하고여성장애인들을 격려한다.성프란치스꼬 장애인종합복지관은 국내 유일의 여성장애인을 위한 전문복지관으로 2002년 개관하여 여성장애인의 권익보호 및 자립사회인식개선을 위한 다양한 사업을 수행하고 있다.전(全) 장관은 성프란치스꼬 장애인종합복지관에서 여성장애인들과 함께 장애인 직업재활작업 중 하나인 빵 만들기를 하며 따뜻한 나눔 활동을 펼치고 격려금을 전달할 예정이다.전재희 장관은 여성장애인들과 함께 빵과 과자를 만들고 난 후“춥고 힘들 때 내미는 작은 손길이 어려운 이웃들에게는 큰 희망이고 빛이다.”라고 말하며사회 소외계층에 대한 사회적 관심과 참여를 당부할 예정이다.,2009-12-18
663,48,"건복지가족부(장관 전재희)는 KBS와 공동으로「휴먼네트워크」 우수 참여자를 격려하고범국민 운동으로 확산하기 위하여 「대한민국 휴먼대상 시상식 - “사람에서 사람으로”」를 개최한다.12월 19일(토) 14:00~15:30KBS1 방영「휴먼네트워크」란 의지와 재능은 있지만가정환경 때문에 꿈을 이루기 어려운 아동‧청소년에게 도움을 줄 수 있는 멘토를 1:1(멘토:멘티)로 연결하여 직업비전 형성 및 역량 강화를 지원하는 선진화된 사회공헌 프로그램으로 106개 기관에서 약 10 000명(‘09.12 현재)이 활동하고 있다.휴먼대상이란 “사람을 통해 사람을 키우는 새로운 나눔 문화 형성”에 기여한 기관이나 개인에게 주는 상으로대학생 멘토링 사업을 지원하거나 직접 시행하는 기업대학교 멘토링 프로그램 또는 고등학교 멘토링 동아리멘토링 활동을 하는 대학생들에게 장학금을 지원해 간접적으로 멘토링 사업을 활성화시키는 기업 재단공무원들이 직접 지역사회 소외계층 아동에게 멘토링하는 정부부처‧지자체 등 다양한 기관들이 상을 받는다.대통령표창을 받는 SK텔레콤은 매년 1 000명이 최소 6개월간 꿈은 있으나 생활이 어려워 꿈을 이루기 어려운 초중고생에게 국영수 외에도 요리음악무용 등을 가르쳐주는 “Sunny"" 대학생 자원봉사단을 운영한다.(사례) 일본어학과 대학생(김조경숭실대 재학010-8247-****)이 가정형편이 어려운 중3학생에게 피아노를 가르치기 위해 멘토링 시작주2회씩 강습하면서 일본어도 지도6개월간 멘토링 활동을 한 대학생에게는 SK텔레콤 수료증을 발급하여 취업시 인센티브로 500명 모집에 3 000명이 지원하는 등 Sunny에 가입하기 위한 경쟁률이 치열하다고 한다.국무총리표창을 받은 대전광역시는 「무지개 프로젝트」일환으로 대전시 산하 공무원 169명이 소외지역 초중생에게 1:1로 학습지도 및 생활을 보살펴주는 “무지개 튜터단”을 운영한다.또 다른 국무총리표창 수상자인 교보생명교육문화재단은 멘토링 프로그램 “꿈 to you""를 진행하면서 교육 및 세미나를 개최하고‘너에게 꿈을 꿈투유’ 멘토링 매뉴얼을 제작하고 보급했다.보건복지가족부 장관표창은 학원 다니기 어려운 외딴섬(추자도욕지도 제주도) 188명의 저소득가정 아동들에게 36명의 군인이 일과후 국영수 및 태권도애니메이션 등을 지도한 해군 제3함대사령부한부모가정 초등학생들에게 학습지도를 한 대전외고 심봉사동아리 등 15개 기관 또는 개인이 받는다.정부포상 이외에도 휴먼네트워크상은「우수 멘토링 사례 공모전」 응모 사례로 우석대 특수교육학과 재학중인 시각장애인 대학생(송혜진21세) 멘토와 전북 장애인복지관 시각장애인 아동(3세) 멘티 사례김제 지평선중학교 학생들이 김제 노인전문요양원의 노인들의 말벗이 되어주는 등 정서적 지지로 멘토-멘티 관계를 맺은 사례 등은 매우 감동적이었다.보건복지가족부 관계자는 “이번 「대한민국 휴먼대상 시상식」은 제1회 시상식이며 매년 정기적으로 시상식을 개최할 예정이고이로 인해 좀더 많은 기업과 학교개인이 자신의 재능원문보기",2009-12-21
664,51,보건복지가족부(장관 전재희)는 11월23일 장애판정위원회에서 의결*한 장애등급판정기준(고시 제2009-227호)이 2010년 1월 1일부터 시행된다고 밝혔다.장애등급판정기준 개정 추진 경과장애등급판정기준 개정을 위한 전문자문단 구성 및 개선(안) 마련(’09.5～9)제1차 장애판정위원회 회의에서 개정(안) 의결(’09.9.30)장애등급판정기준 개정(안) 입안예고 및 의견수렴(’09.10.26～11.15)제2차 장애판정위원회 회의에서 장애등급판정기준 최종안 의결(’09.11.23)10.28. 배포한 ‘장애등급판정기준 입법예고’ 보도자료 참고이번 개정안의 주요내용은 다음과 같다.지체장애 중 관절장애의 등급 세분화기능장애에 근력등급 추가뇌병변장애 판정을 위한 수정바델지수* 적용 등 장애진단 기준을 개선하였다.보행상기능장애를 평가하는 것으로 식사목욕몸치장옷 입고 벗기배변배뇨화장실 이용의사/침대 이동거동 계단오르기 등의 호행과 일상생활동작의 수행능력을 기초로 전체 장애기능 정도를 판정하는 지수기존 256급만 있었던 척추장애 등급에 34급을 신설하였다.폐 이식을 호흡기장애에 장애등급 5급으로 신설하였다.심장장애와 간질장애의 경우 연령별 특성을 반영하여 성인과 소아청소년의 장애진단기준을 구분하였다.실제로 환자를 치료하고 장애진단을 하지 못했던 내과(류마티스분과)치과(구강악안면외과)흉부외과산업의학과 전문의도 장애유형에 따라 장애진단을 할 수 있도록 하였다.따라서2010년 1월 1일부터 의료기관의 진단의사는 새롭게 개정된 장애등급판정기준(고시 제2009-227호)에 따라 장애진단을 하여야 한다.개정된 장애등급판정기준은 개별 의료기관 등 관련기관으로 발송될 예정이며보건복지가족부 홈페이지 등*을 통하여 확인할 수 있다.보건복지가족부 홈페이지(www.mw.go.kr)정책마당 - 장애인정책 - 장애인등록 - 알림마당장애인정책과(disability.tistory.com) - 장애등급판정기준장애등급심사제도또한2010년 1월 1일부터 의료기관의 진단의사가 1~3급 장애진단을 하는 경우 장애등록 신청자의 장애상태 확인을 위한 장애등급심사*를 시행한다고 보건복지가족부는 밝혔다.따라서진단의사가 1-3급 장애진단서를 발급하는 경우 개정된 「장애등급판정기준」의 장애유형별 참고서식검사자료진료기록지를 반드시 해당 장애인등록 신청자에게 제공하여 행정관청에 제출되도록 하여야 한다.장애등급심사제도 : 장애등급 적정성 등의 확인을 위하여 장애진단서와 검사결과진료기록지 등을 통해 국민연금공단(장애심사센터)에서 위탁하여 심사하는 제도원문보기,2009-12-21
665,47,보건복지가족부(장관 전재희) 중앙암등록본부는 국가암등록을 통하여 전국민 대상으로 산출한 암발생률(2006~2007)암발생자의 생존율(1993~2007) 및 암유병률(2007) 등 주요 암통계를 발표하였다.동 사업결과에 의하면 암발생자수는 '06년 153 237명’07년 161 920명으로 '05년 145 858명 대비 각각 5.1%11.0% 증가하였다'07년 남자는 위암폐암대장암간암전립샘암 순여자는 갑상샘암유방암위암대장암폐암 순으로 많이 발생하였다.암환자의 5년 상대생존율은 '03~'07년 57.1%로 '01~'05년 53.1% 대비 4%p 증가하여 꾸준히 향상되고 있으며금년도 처음 산출한 9년 유병자 수*는 총 606 804명('07년 말)으로 집계되었다.1999년 1월 1일부터 2007년 12월 31일까지 암을 진단받은 사람 중에 2008년 1월 1일 기준으로 생존한 사람의 수보건복지가족부는 통계산출 소요기간을 2년으로 단축하여 시의성을 높이고암유병률을 새로운 지표로 산출함으로써 암연구 및 정책수립 근거기반을 다지는 계기가 될 것으로 전망하면서선진국이 통상 5년 소요되는 것을 감안할 때 이는 획기적인 성과라고 밝혔다.또한 암발생률 및 생존율 증가 추이 등을 분석하여 국가암검진사업암생존자 재활 프로그램 등 다각도로 정책 도입을 검토할 계획이다.,2009-12-21
666,45,"‘2009년 노인장기요양서비스 만족도 조사’결과시설서비스 89.6%재가서비스 93.4%로 제도 시행 이후 높은 만족도 수준 지속특히시설서비스는 2008년 만족도 86.6%에 비해 더 높아졌음재가서비스 만족도는 시설서비스 만족도보다 높았는데서비스별로는 방문요양 94.0%주야간보호 92.9%단기보호 90.6%의 순2009년 노인장기요양서비스 만족도 조사 주요 결과노인장기요양서비스에 대한 만족도는 시설서비스가 89.6%재가서비스가 93.4%로 나타나 재가서비스 만족도가 시설서비스 만족도 보다 높음재가서비스 중 방문요양의 만족도가 94.0%로 가장 높았고그 다음 주야간보호단기보호 순으로 높음2009년 노인장기요양서비스 만족도구분만족도전체이용자보호자시설서비스89.6-89.6재가서비스93.493.393.4방문요양94.093.994.0방문목욕88.792.387.8방문간호81.587.579.0주.야간보호92.9-92.9단기보호90.6-90.6원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2009-12-21
667,43,한 사람이 태어나 평생에 걸쳐 12.2억원의 생산과 1.15명의 일자리를 만들어 내는 것으로 나타났다보건복지가족부는김현숙(숭실대) 교수와 우석진(명지대) 교수에게 의뢰하여 생산한 “출산이 일자리 창출과 생산에 미치는 경제적 효과분석” 보고서에서 1명의 출생으로 위와 같이 의미있는 생산과 일자리 창출효과가 발생한다고 밝혔다.구체적으로 생애단계별 생산과 고용 창출효과를 보면 다음과 같다.출생ㆍ영유아기에 의료서비스분유․이유식유아용품보육서비스와 관련된 산업에서 44백만원의 생산과 0.17명의 고용창출초등학교에서 대학교까지 학령기에는 공ㆍ사교육학용품서적 등과 관련된 산업에서 229백만원의 생산과 0.717명의 고용을 창출노동시기에는 결혼 및 일상적인 소비생활로 총 393백만원의 생산과 0.067명의 고용효과가 발생은퇴시기에는 고용효과가 높은 의료서비스와 일상적인 소비생활로 217백만원의 생산과 0.13명의 고용효과가 발생시기와 무관하게 발생하는 자동차주택 등과 관련된 소비는 생애를 걸쳐 344백만원의 생산을 유발하고 0.065명의 고용을 창출일자리 창출효과중 전 생애기간동안 창출되는 고용창출분(1.15명) 중 본인이 일함으로써 계산되는 부분(0.61명)*을 제외한 순고용 창출 효과는 0.53명경제활동인구 비율을 적용 (‘09.9월 기준)특히 출생에서 학령기까지의 소비를 통한 고용효과는 0.885명으로 자신이 노동시장에 들어가기 전에 이미 거의 1개의 일자리를 창출하는 효과가 있는 것으로 나타났다.경제 전체적으로 보면합계출산율이 ‘08년 대비 5% 상승 (1.19명→ 1.26명)하면영유아기 동안에만 9 700억원의 생산과 3 700여개의 일자리가 창출되는 셈이다.이번 연구는 한사람이 생애주기별로 수행하는 소비활동을 분류하고 인구 1명당 소비활동에 따른 관련 산업의 생산 및 고용효과를 산출하는 방식으로 이루어 졌다.출산ㆍ영유아기학령기노동시장기은퇴시기로 구분하여 각 시기별 주요 소비활동을 선정한 후소비활동에 관련된 산업의 매출자료와 가계소비지출자료를 활용한 1인당 각 매출 또는 소비액을 기초로 생산 및 노동유발계수를 이용하여 고용과 생산효과를 추정그동안 저출산이 중장기적인 차원에서 성장잠재력을 약화시킬 것이라는 것은 많이 알려졌으나단기적으로도 생산과 고용에 의미 있는 영향을 준다는 것을 보여주는 연구는 이번이 처음이다.앞으로 저출산 추세가 지속되면 미래의 경제활력 뿐 아니라 단기간내의 일자리 창출에도 문제가 야기되고특히 출생아수 감소에 따라 단기적으로 출산과 영유아에 관련된 생산과 일자리수도 감소되는 문제가 심각할 것으로 우려된다.정부는 고용없는 성장이라는 경제 환경에서 고용과 생산의 위축을 막고 일자리를 늘리기 위해서라도 저출산 문제 극복에 범정부적인 노력을 경주해 나갈 계획이다.,2009-12-22
668,37,전국민 1인당 평균진료비시군구별 격차 최고 2.6배상위 :①전북부안군(140만원)②전남고흥군(138만원)③경남남해군(133만원)하위 :①대구달성군(53만원②대구서구(58만원)③수원시권선구(64만원)전국민 10명중 9명이 의료기관 이용전국민 의료기관 이용일수(8억9천9백만일) … 1인당 평균 18일전국민 의료기관 이용율(91.0%) … 실인원 4 549만명상위 순위 : 전남(98.8%) > 전북(96.8%) > 충남(96.4%) 순(順)전국민 관외소재 의료기관 이용율 27.1% … 실인원 1 354만명상위 순위 : 전남(39.5%) > 충남(38.7%) > 경북(36.6%) 순수도권 소재 의료기관 진료비 점유율47.9%(19조 1천억원)서울(10조1천억원)경기(7조3천억원)인천(1조7천억원)주요 만성질환 시도별 의료기관 1천명당 이용순위치 주 질 환 : 제주(286.2명) > 전북(286.1명) > 전남(279.4명) 순감염성 질환 : 전남(224.2명) > 전북(217.8명) > 광주(207.3명) 순관 절 염 : 전남(162.5명) > 전북(135.6명) > 경북(133.1명) 순고 혈 압 : 강원(127.2명) > 충남(119.1명) > 전남(118.5명) 순정신 및 행동장애 : 전북( 53.4명) > 충남( 51.4명) > 제주( 47.8명) 순당 뇨 : 전남( 48.6명) > 강원( 46.1명) > 충남( 44.6명) 순간 질 환 : 전남( 34.9명) > 강원( 30.6명) > 전북( 30.5명) 순만성질환 의료이용 인원 순위①치주질환(1 311만명)② 감염성질환(930만명)③ 관절염(514만명)④고혈압(495만명)⑤ 정신 및 행동장애(210만명)⑥ 당뇨(195만명)⑦간질환(130만명),2009-12-23
669,38,의료기관에서 시행하는 혈액세포유전자에 대한 시험ㆍ분석이 국제표준에 따라 실시되고 그 결과에 대한 신뢰성도 국제적으로 인정받는 제도가 신설된다.정부는 의료 시험분석에 대한 문서관리전문시험인력과 장비를 국제표준(ISO 15189)에 적합한 시험인정제도를 시행하여 국제공인 시험성적서를 발행하기로 하고정부차원의 협력을 위해 지난 22일 지식경제부 기술표준원(원장:남인석)과 보건복지가족부 질병관리본부(본부장:이종구)는 의료분야 KOLAS(한국인정기구)운영의 업무협력을 위한 양해각서를 체결하였다.KOLAS(Korea Laboratory Accreditation Scheme : 한국인정기구)는 기술표준원 내에서 운영하는 국제기구에 가입한 인정기구기술표준원은 병원협회와 의학관련 학회 등의 의견 수렴국제표준에 적합한 9종의 인정절차 문서 제정관련기술전문가 및 인정제도 준비위원회 구성ㆍ운영 등 지난 2년동안 제도시행을 위한 준비를 해 왔으며2005년부터 동 제도를 기 도입한 유럽호주일본캐나다와 2007년부터 시행하는 미국 등의 운영사례를 비교하여 인정제도 운영요령을 마련하였다.KOLAS 운영에서 시험인력에 대한 자격요건 등은 보건복지가족부의 관련 규정과 연계하는 세부 규정을 마련 함정부는 우선 2010년 상반기에 대형 병원과 전문 수탁시험ㆍ분석기관의 혈액소변검사 등을 중심으로 의료인정제도를 시범운영하고문제점 보완 등을 거쳐 2010년 하반기부터 유전자진단검사 등 10여개 분야 1 000여개 세부항목까지 300여 병원을 대상으로 확대할 계획으로상반기 시범운영 기간내에 설명회 개최 등을 통한 인정제도 활성화와 국제기구(APLAC/ILAC)가입 준비도 병행하여 34개국과 공인시험성적서를 상호 인정하는 체계를 마련할 예정이다.APLAC(Asia-Pacific Laboratory Accreditation Corporation : 아시아태평양시험기관인정기구)ILAC(International Laboratory Accreditation Corporation : 국제시험기관인정기구)이번에 신설되는 제도는 국제표준에 따라 문서인력검사장비를 운용함으로써 의료검사 결과의 신뢰성이 높아질 것이며중복검사에 따른 시간과 비용절약 효과 및 오진률 감소도 기대된다고 밝히고캐나다의 경우 ISO 15189 도입으로 오진률을 15~20% 감소시킴(`09년ILAC 총회보고)SO 15189 글로벌 스텐더드 인정체계 도입은 고부가가치 의료 서비스 산업의 핵심 소프트 인프라를 구축하는 것으로서 국내 의료검사결과를 국제적으로 인정받게 됨으로써 국내 의료산업의 수출입을 크게 향상시키는 계기가 될 것으로 기대된다.,2009-12-23
670,40,한 병원에서 한-의-치의 모든 진료 가능보건복지가족부 보건의료정책과 (☎ 02-2023-7296)1월 31일부터 병원급 의료기관(종합병원·병원·한방병원·치과병원·요양병원)에서는 의사-한의사-치과의사가 함께 근무하면서 환자별 특성에 따라 맞춤형 의료 서비스를 제공할 수 있게 됩니다과거에는 환자가 필요한 의료서비스를 받기 위해서는 해당 의료기관을 각각 방문하여야 했으나 이번 제도의 시행으로 환자들은 한 의료기관에서 다양한 의료서비스를 선택할 수 있어 환자 불편이 크게 감소할 것으로 예상되고아동특화병원(소아청소년과-한방소아과-소아치과)중풍특화병원(신경과-신경외과-재활의학과-한방내과-한방신경정신과-한방재활의학과)성형특화병원(성형외과-피부과-한방부인과-치과교정과-치과보철과)등이 개설이 가능해져 대국민 의료서비스의 질도 획기적으로 개선될 것으로 기대됩니다.☞ 보건복지가족부>알림마당>보도자료>내년부터 한 병원내에서 의과-한의과-치과 공동진료가 가능해진다환자의 진료정보보호와 알권리 강화보건복지가족부 의료자원과 (☎ 02-2023-7313)1월 31일부터 환자의 알권리 및 의료기관 선택권 보장 강화 등을 목적으로 한 비급여 진료비용 및 제증명수수료 비용 고지·게시 의무화를 골자로 하는 개정 의료법이 시행될 예정입니다.국민들이 비급여 진료비용을 사전에 알 수 있도록 함으로써 알권리를 보장하고진료비용에 대한 예측가능성을 확보할 수 있게 되고의료기관의 경우 의료보수표를 시·도 및 시·군·구에 제출할 의무가 없어집니다.☞ 보건복지가족부>알림마당>보도자료>비급여 진료비용미리 따져보고 진료받을 수 있다!그 외 더 자세한사항은 첨부파일을 다운받아주세요,2009-12-23
671,35,"인플루엔자 표본감시 및 실험실 감시 결과인플루엔자 유사환자 분율(ILI)2009년 51주차 ILI는 12.32로 50주 대비 33.8% 감소※ ILI(Influenza-Like Illness) : 표본감시의료기관(12.1일 현재 전국 814개소) 외래 환자 1 000명당 인플루엔자 유사 증상자수‘09～’10절기 유행 주의보 기준 : 2.6인플루엔자 유사환자 분율(ILI)주(Week)43(10.18~10.24)44(10.25~10.31)45(11.1~11.7)46(11.8~11.14)47(11.15~11.21)48(11.22~11.28)49(11.29~12.5)50(12.6~12.12)51(잠정치)(12.13~12.19)발생분율(/1 000)20.2941.7344.96원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2009-12-24
